index,filename,config,einsteinradius,ellipseratio,orientation,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
44,image-000044.png,raysie,48.7597,0.6328,112.9225,SersicSphere,13.9132,278.4330,2.8509,37.4013,94.4480,3.1511,18.7909,2.0404,-13.7628
45,image-000045.png,raysie,21.1632,0.4120,115.6272,SersicSphere,8.2581,69.9945,1.8827,38.7628,32.3047,3.5452,11.4611,2.8252,7.7598
46,image-000046.png,raysie,5.2070,0.3202,76.3599,SersicSphere,4.7193,38.1965,3.3554,39.8297,28.1381,2.9117,11.6490,3.7089,2.9182
47,image-000047.png,raysie,32.0109,0.1311,154.5127,SersicSphere,1.4869,85.6298,1.5649,4.5353,46.5229,1.1101,19.0720,0.1133,1.4826
48,image-000048.png,raysie,52.7978,0.2390,74.9115,SersicSphere,3.5735,333.5860,3.4881,38.6057,129.9459,1.4604,11.9133,3.2004,-1.5897
49,image-000049.png,raysie,45.8742,0.1291,38.3396,SersicSphere,13.0852,5.3646,3.3822,24.3359,95.7654,4.5166,12.6419,13.0279,1.2234
50,image-000050.png,raysie,43.5207,0.8884,96.2139,SersicSphere,36.3704,305.2122,4.1196,22.4848,107.5514,1.1485,11.3557,20.9714,-29.7155
51,image-000051.png,raysie,35.2847,0.7272,14.0338,SersicSphere,11.5803,323.1968,4.2459,5.4188,142.2870,4.4070,17.3004,9.2723,-6.9374
52,image-000052.png,raysie,51.9167,0.8329,4.9176,SersicSphere,7.1347,206.9617,4.8641,31.3431,166.8125,1.7882,15.7722,-6.3592,-3.2348
53,image-000053.png,raysie,52.0847,0.6680,141.7372,SersicSphere,21.0079,243.2319,4.8149,15.1873,62.4208,3.1442,12.0224,-9.4615,-18.7566
54,image-000054.png,raysie,25.1171,0.5010,117.5963,SersicSphere,1.8991,51.2341,4.9516,20.5598,167.7695,3.4935,14.1457,1.1891,1.4807
55,image-000055.png,raysie,57.9315,0.5163,92.2476,SersicSphere,50.4270,179.2883,3.9611,31.0476,173.2061,3.2728,18.9604,-50.4231,0.6264
56,image-000056.png,raysie,9.2557,0.3639,116.8464,SersicSphere,1.9035,313.6313,3.9563,5.4002,81.4529,2.4427,18.0819,1.3135,-1.3778
57,image-000057.png,raysie,44.9320,0.1312,15.2105,SersicSphere,24.9209,195.3135,2.3826,28.7637,70.6534,4.4387,15.8694,-24.0361,-6.5816
58,image-000058.png,raysie,25.7646,0.4610,47.4988,SersicSphere,19.2726,224.1235,1.1536,26.8596,86.3922,2.4143,14.5562,-13.8346,-13.4177
59,image-000059.png,raysie,71.0655,0.1615,34.0723,SersicSphere,1.5827,209.0149,2.1071,13.4789,3.9420,4.2304,19.0650,-1.3841,-0.7677
60,image-000060.png,raysie,53.4155,0.4266,88.6296,SersicSphere,22.4542,163.1536,1.1178,35.2755,165.1145,2.4786,11.3036,-21.4906,6.5074
61,image-000061.png,raysie,24.4095,0.4701,105.6649,SersicSphere,2.0312,322.1842,4.7178,26.2111,151.7421,1.8882,13.8503,1.6046,-1.2454
62,image-000062.png,raysie,64.5460,0.5788,65.1531,SersicSphere,12.2783,66.6772,4.6610,1.6110,130.8104,2.0296,16.9949,4.8611,11.2750
63,image-000063.png,raysie,18.5922,0.2996,110.7880,SersicSphere,16.0841,268.7792,1.0504,9.8148,120.3434,4.8704,13.2224,-0.3427,-16.0805
64,image-000064.png,raysie,37.5247,0.4004,9.5259,SersicSphere,28.1615,347.4806,4.1895,23.3611,106.9828,3.6854,14.9292,27.4919,-6.1046
65,image-000065.png,raysie,13.8441,0.3380,68.1637,SersicSphere,3.8289,229.7098,3.0685,23.6776,53.4172,3.6467,10.9008,-2.4760,-2.9206
66,image-000066.png,raysie,66.7110,0.2581,71.8992,SersicSphere,18.0522,336.0112,2.2272,8.5819,57.6793,1.1745,16.2787,16.4929,-7.3392
67,image-000067.png,raysie,4.2355,0.6025,99.1667,SersicSphere,3.8112,182.7331,2.9702,22.4713,84.9548,4.3672,17.8301,-3.8068,-0.1817
68,image-000068.png,raysie,26.0235,0.7669,24.9104,SersicSphere,16.8641,197.1860,1.4660,30.3718,12.2987,2.7002,19.4885,-16.1112,-4.9829
69,image-000069.png,raysie,24.0171,0.2835,158.6098,SersicSphere,4.7865,156.2358,4.9120,34.9296,172.9513,3.3882,18.2023,-4.3807,1.9289
70,image-000070.png,raysie,35.3001,0.3827,146.4800,SersicSphere,32.1340,136.8175,4.7068,10.2171,140.9825,4.4813,10.1371,-23.4314,21.9901
71,image-000071.png,raysie,56.7232,0.4317,22.7940,SersicSphere,16.4963,228.4584,4.4151,26.0762,109.7622,2.5849,12.1304,-10.9398,-12.3471
72,image-000072.png,raysie,24.7606,0.3631,126.9305,SersicSphere,2.1901,330.7884,4.3926,26.8801,92.7246,1.7658,13.1514,1.9116,-1.0689
73,image-000073.png,raysie,74.5911,0.4875,53.0367,SersicSphere,66.4611,37.4955,1.8133,9.1197,76.0362,2.0584,17.8126,52.7303,40.4548
74,image-000074.png,raysie,29.1591,0.4748,11.5464,SersicSphere,10.8909,352.6603,2.1557,4.1192,162.8483,1.1598,16.3722,10.8016,-1.3913
75,image-000075.png,raysie,13.9446,0.7705,165.9786,SersicSphere,1.5550,276.2999,4.0767,35.9242,156.5142,2.6252,17.3929,0.1706,-1.5456
76,image-000076.png,raysie,33.3373,0.5449,77.4780,SersicSphere,21.5912,214.8451,3.3936,25.2676,34.6967,3.1653,17.1260,-17.7199,-12.3364
77,image-000077.png,raysie,40.6769,0.1111,13.9068,SersicSphere,22.8385,61.1167,2.5912,31.1641,93.9312,3.7667,12.4887,11.0316,19.9975
78,image-000078.png,raysie,36.6107,0.4347,175.8185,SersicSphere,41.9832,354.1680,3.8648,26.7019,131.8619,3.3994,19.6047,41.7659,-4.2660
79,image-000079.png,raysie,10.6634,0.6812,97.6418,SersicSphere,6.5110,16.9362,3.6542,32.1195,54.4678,2.8101,19.0853,6.2287,1.8967
80,image-000080.png,raysie,21.5258,0.5375,55.4113,SersicSphere,8.4155,51.2064,2.3181,11.3003,64.8000,4.2937,16.5295,5.2725,6.5591
81,image-000081.png,raysie,48.9524,0.4091,117.2539,SersicSphere,20.0297,320.9979,1.0388,3.1246,76.4773,4.7158,17.9553,15.5656,-12.6057
82,image-000082.png,raysie,19.0962,0.8817,30.6594,SersicSphere,4.2396,167.1627,2.9771,35.5456,98.4142,1.4288,12.9862,-4.1336,0.9420
83,image-000083.png,raysie,66.9812,0.3115,107.6056,SersicSphere,22.3958,135.9449,2.5617,36.4246,104.3599,1.9992,17.3254,-16.0952,15.5729
84,image-000084.png,raysie,50.7537,0.8082,51.6927,SersicSphere,6.4463,8.5330,4.9321,11.4098,40.3175,2.7575,12.0747,6.3749,0.9565
85,image-000085.png,raysie,63.4363,0.4920,172.5023,SersicSphere,46.9735,217.9462,1.2461,37.5309,88.3847,2.8662,18.4030,-37.0428,-28.8850
86,image-000086.png,raysie,25.9814,0.6922,134.8751,SersicSphere,9.3024,127.5932,3.1485,39.5852,150.1596,4.3619,17.2612,-5.6750,7.3709
87,image-000087.png,raysie,26.1245,0.4295,161.2555,SersicSphere,17.4119,260.9991,4.5507,37.3227,17.4210,1.3820,12.6972,-2.7241,-17.1975
88,image-000088.png,raysie,63.8629,0.6052,97.3215,SersicSphere,74.8365,335.1238,3.8733,26.4669,13.0044,2.3330,19.9241,67.8931,-31.4807
89,image-000089.png,raysie,7.6992,0.7927,117.3090,SersicSphere,2.2191,106.4108,4.8707,2.6628,71.6729,2.6475,17.0791,-0.6269,2.1287
90,image-000090.png,raysie,18.2005,0.2631,158.8172,SersicSphere,9.7306,119.9446,2.9120,16.0909,126.9582,3.8812,19.1885,-4.8572,8.4317
91,image-000091.png,raysie,10.1447,0.6061,113.0359,SersicSphere,10.4122,186.8241,3.7577,24.7513,163.3142,1.1288,15.8000,-10.3385,-1.2372
92,image-000092.png,raysie,26.2618,0.3474,109.8438,SersicSphere,18.9384,5.3087,1.2286,39.5312,167.6788,2.1285,16.5724,18.8572,1.7522
93,image-000093.png,raysie,48.2073,0.6048,45.5874,SersicSphere,57.5514,258.4175,4.0614,4.1601,0.3125,1.9646,14.0441,-11.5551,-56.3795
94,image-000094.png,raysie,44.4894,0.6221,15.6097,SersicSphere,49.2762,42.4831,3.2111,13.9615,171.4682,4.8868,12.7122,36.3401,33.2798
95,image-000095.png,raysie,5.8662,0.2892,67.4915,SersicSphere,6.3874,117.5768,3.6753,28.5305,17.1324,3.3829,15.5762,-2.9570,5.6617
96,image-000096.png,raysie,65.7823,0.3408,7.5392,SersicSphere,65.5524,211.9944,2.9186,35.5776,78.5342,3.4920,17.6831,-55.5950,-34.7320
97,image-000097.png,raysie,44.7097,0.5362,136.2095,SersicSphere,14.7728,269.2556,4.2996,18.7705,29.0227,3.3843,19.0662,-0.1919,-14.7716
98,image-000098.png,raysie,9.1856,0.6750,164.5168,SersicSphere,2.0814,257.6682,3.2817,4.8732,138.4818,3.0877,18.5364,-0.4445,-2.0333
99,image-000099.png,raysie,62.8548,0.3062,69.7216,SersicSphere,6.6171,192.8663,2.8807,3.7634,95.8894,4.5254,19.8470,-6.4510,-1.4735
100,image-000100.png,raysie,13.9828,0.3082,141.5317,SersicSphere,8.7955,89.6823,3.0412,38.4095,33.2183,1.9229,16.5029,0.0488,8.7954
101,image-000101.png,raysie,39.1322,0.7096,34.1807,SersicSphere,14.7557,357.6013,1.0595,7.3164,121.7458,2.4722,10.5924,14.7427,-0.6176
102,image-000102.png,raysie,23.9170,0.5430,144.9012,SersicSphere,28.2153,183.6828,2.5138,19.1193,70.8503,3.9528,18.6762,-28.1570,-1.8124
103,image-000103.png,raysie,37.7276,0.1921,143.2512,SersicSphere,44.7042,351.8729,1.1142,2.0872,149.8417,1.4277,17.2002,44.2552,-6.3198
104,image-000104.png,raysie,39.3801,0.1091,56.9623,SersicSphere,42.9892,248.2859,3.5491,32.3468,178.1121,3.1829,14.3845,-15.9049,-39.9388
105,image-000105.png,raysie,27.6216,0.2355,24.8398,SersicSphere,24.6554,216.5942,1.7737,19.4342,124.4171,2.5279,12.4509,-19.7953,-14.6982
106,image-000106.png,raysie,71.5450,0.4608,146.4400,SersicSphere,36.9785,20.5816,4.0826,6.1605,106.3072,4.7883,13.1923,34.6183,12.9995
107,image-000107.png,raysie,15.9102,0.1424,135.0085,SersicSphere,15.1763,51.4601,3.8401,15.3840,136.1807,1.1964,16.3852,9.4558,11.8705
108,image-000108.png,raysie,10.4280,0.3294,131.3628,SersicSphere,8.1655,178.9947,1.2961,6.0153,24.3408,1.1549,14.7457,-8.1643,0.1433
109,image-000109.png,raysie,45.5561,0.6321,33.5077,SersicSphere,7.5550,118.4934,4.0371,8.9575,164.1653,2.5998,11.1762,-3.6042,6.6399
110,image-000110.png,raysie,40.1452,0.1520,154.1503,SersicSphere,40.2638,1.1125,4.8847,20.9929,178.2529,2.0572,12.5088,40.2562,0.7818
111,image-000111.png,raysie,63.1897,0.1406,72.4930,SersicSphere,26.9387,119.0741,2.6899,23.4845,96.2794,4.0468,17.8510,-13.0906,23.5442
112,image-000112.png,raysie,17.2637,0.6714,29.1939,SersicSphere,12.1069,170.1980,1.2585,26.4549,118.0708,4.9214,14.0068,-11.9302,2.0611
113,image-000113.png,raysie,48.0751,0.8266,139.1011,SersicSphere,26.8648,145.6268,1.8289,26.9926,169.1244,2.5715,13.3039,-22.1736,15.1674
114,image-000114.png,raysie,43.8055,0.7883,81.1207,SersicSphere,34.8680,13.1952,2.3572,5.6578,125.6146,1.6719,14.6595,33.9474,7.9593
115,image-000115.png,raysie,6.0164,0.8234,166.7689,SersicSphere,3.1684,266.2934,3.6806,32.1451,176.7517,4.0755,16.8145,-0.2048,-3.1618
116,image-000116.png,raysie,25.0815,0.4870,132.8070,SersicSphere,3.1919,99.7466,2.6519,5.0816,78.1406,4.5855,10.8279,-0.5404,3.1458
117,image-000117.png,raysie,39.9222,0.8989,24.4488,SersicSphere,9.9196,278.0546,4.4222,34.8490,42.6370,2.3174,19.1330,1.3899,-9.8217
118,image-000118.png,raysie,28.2699,0.4175,7.8642,SersicSphere,17.9857,171.6102,3.0209,24.4340,56.3610,3.2611,14.8193,-17.7932,2.6242
119,image-000119.png,raysie,67.0660,0.2776,152.1574,SersicSphere,67.2182,86.9096,3.1492,22.6903,100.5462,1.8593,18.0236,3.6238,67.1205
120,image-000120.png,raysie,11.2740,0.5078,91.3056,SersicSphere,7.5286,314.1293,4.6484,5.7712,15.6179,2.4126,11.2856,5.2420,-5.4038
121,image-000121.png,raysie,54.6151,0.1169,135.6711,SersicSphere,25.6169,155.2274,3.6462,28.4436,164.3843,3.6576,14.9589,-23.2596,10.7340
122,image-000122.png,raysie,19.2916,0.4236,52.9335,SersicSphere,6.6945,215.2016,2.0144,26.9109,2.3249,4.4538,17.6129,-5.4703,-3.8591
123,image-000123.png,raysie,46.3857,0.4148,52.5266,SersicSphere,52.2206,235.1787,3.0745,17.8825,151.9064,1.1273,15.2779,-29.8189,-42.8698
124,image-000124.png,raysie,45.7561,0.3851,18.7150,SersicSphere,23.9510,142.3709,3.7003,14.7769,174.4382,4.3076,12.1763,-18.9687,14.6232
125,image-000125.png,raysie,49.8571,0.3865,68.3796,SersicSphere,53.6341,83.8787,2.6188,32.4330,160.0934,1.0180,13.9379,5.7193,53.3283
126,image-000126.png,raysie,48.5195,0.7967,140.5841,SersicSphere,34.8361,282.9717,1.7429,38.6682,46.8351,2.1104,15.5222,7.8197,-33.9472
127,image-000127.png,raysie,30.6797,0.6155,177.6973,SersicSphere,26.3276,141.1595,4.8315,19.4088,12.8524,4.6963,16.9596,-20.5064,16.5115
128,image-000128.png,raysie,50.1694,0.6185,161.1648,SersicSphere,36.5351,129.1769,2.8110,34.7799,174.2330,1.6400,16.7052,-23.0798,28.3219
129,image-000129.png,raysie,41.6017,0.5640,95.3077,SersicSphere,39.9447,306.6413,3.0631,17.7369,138.4151,1.9419,17.9272,23.8391,-32.0511
130,image-000130.png,raysie,32.0686,0.6937,108.7696,SersicSphere,27.8941,235.0894,4.3381,21.7005,144.0432,3.9033,19.9513,-15.9637,-22.8744
131,image-000131.png,raysie,58.8138,0.3534,122.9283,SersicSphere,39.1059,108.2387,1.1414,6.0662,41.6307,3.8190,18.2813,-12.2392,37.1413
132,image-000132.png,raysie,57.1505,0.1431,85.4521,SersicSphere,22.4118,43.1956,2.4582,11.1982,57.5171,1.5961,15.3500,16.3387,15.3407
133,image-000133.png,raysie,19.4097,0.5567,92.8851,SersicSphere,12.9452,27.8894,3.3712,28.5404,24.6458,1.1576,13.4086,11.4416,6.0553
134,image-000134.png,raysie,41.6112,0.7914,85.0040,SersicSphere,10.3927,75.9266,3.1562,18.6464,117.8316,2.3804,14.7465,2.5271,10.0808
135,image-000135.png,raysie,8.7953,0.3570,179.5138,SersicSphere,6.2812,120.9281,2.9500,17.8013,117.5581,4.8952,17.8657,-3.2283,5.3881
136,image-000136.png,raysie,62.1036,0.8154,166.5487,SersicSphere,4.7216,158.0740,4.4613,9.1972,139.8672,2.4929,19.1284,-4.3801,1.7631
137,image-000137.png,raysie,25.3062,0.5799,18.9153,SersicSphere,10.5913,119.1023,1.1629,24.7871,174.4091,3.3580,18.5760,-5.1513,9.2542
138,image-000138.png,raysie,26.4905,0.7801,104.7286,SersicSphere,18.2849,247.6741,3.1598,37.0240,96.1206,2.2114,14.8206,-6.9460,-16.9142
139,image-000139.png,raysie,63.6206,0.8389,39.7788,SersicSphere,20.4866,96.4277,3.0705,14.7745,0.2237,1.5983,14.1381,-2.2935,20.3579
140,image-000140.png,raysie,23.4838,0.2487,48.3149,SersicSphere,15.4475,191.4092,2.4265,15.6657,21.5419,3.4716,12.1302,-15.1423,-3.0557
141,image-000141.png,raysie,50.0856,0.6886,22.9244,SersicSphere,3.3643,340.5010,1.3507,35.1316,32.4302,2.6081,19.0155,3.1714,-1.1230
142,image-000142.png,raysie,71.8922,0.4897,91.9511,SersicSphere,37.9933,291.1128,2.2150,24.3463,71.1227,3.1461,17.2515,13.6854,-35.4429
143,image-000143.png,raysie,39.3012,0.7714,149.5477,SersicSphere,14.5663,68.4081,4.8188,10.6921,164.7655,1.9200,14.3657,5.3603,13.5442
144,image-000144.png,raysie,52.2397,0.1753,63.6809,SersicSphere,48.7876,304.0114,3.6312,33.4827,147.7062,3.1871,15.7927,27.2897,-40.4413
145,image-000145.png,raysie,30.5506,0.6546,33.4516,SersicSphere,14.2775,108.7759,4.5511,30.8118,101.4820,2.0135,15.1994,-4.5955,13.5177
146,image-000146.png,raysie,13.6337,0.2439,96.1251,SersicSphere,1.4043,274.5089,4.8705,24.2464,172.9609,4.2587,12.9567,0.1104,-1.4000
147,image-000147.png,raysie,10.3749,0.4670,65.4628,SersicSphere,9.7189,344.4051,2.8678,31.6087,0.9920,3.6670,11.6443,9.3611,-2.6128
148,image-000148.png,raysie,5.9216,0.2466,111.9523,SersicSphere,4.8884,343.6242,1.7809,35.5941,175.4320,1.9282,11.4543,4.6901,-1.3782
149,image-000149.png,raysie,59.9101,0.1739,133.4066,SersicSphere,45.9205,72.8645,3.8439,25.0832,108.3283,4.3036,15.1648,13.5296,43.8821
150,image-000150.png,raysie,35.7453,0.6490,54.0726,SersicSphere,10.7611,293.2197,2.2589,34.4605,50.4529,4.3115,14.6396,4.2427,-9.8895
151,image-000151.png,raysie,55.1337,0.4062,138.1080,SersicSphere,32.2472,231.0841,3.8806,4.5246,15.9275,4.3768,14.1371,-20.2570,-25.0905
152,image-000152.png,raysie,67.1714,0.5743,110.0901,SersicSphere,40.4826,246.1844,2.5065,14.5050,110.6399,4.4687,10.4374,-16.3466,-37.0355
153,image-000153.png,raysie,6.1723,0.1064,0.1225,SersicSphere,3.9116,44.3292,4.9553,20.6482,114.6250,3.3299,17.6000,2.7981,2.7333
154,image-000154.png,raysie,25.5273,0.8968,118.4048,SersicSphere,20.0116,18.1536,2.6557,15.0359,35.5905,4.9363,14.8832,19.0156,6.2349
155,image-000155.png,raysie,5.0534,0.5602,167.9427,SersicSphere,5.6662,339.4986,2.1697,4.9064,120.6767,1.1009,16.1261,5.3073,-1.9845
156,image-000156.png,raysie,39.0471,0.8920,146.8911,SersicSphere,15.4589,122.4058,4.4725,17.8715,174.4289,2.2078,11.4835,-8.2846,13.0516
157,image-000157.png,raysie,52.9080,0.7967,7.5365,SersicSphere,24.0778,332.7632,3.7263,35.2209,23.8269,3.2119,13.3322,21.4081,-11.0196
158,image-000158.png,raysie,36.8183,0.5268,79.7944,SersicSphere,37.5356,104.5122,2.6994,23.8735,0.6222,2.1246,12.6753,-9.4059,36.3380
159,image-000159.png,raysie,30.8118,0.1343,170.4269,SersicSphere,27.7675,208.0303,2.0842,36.7261,32.2710,4.9789,16.7105,-24.5104,-13.0490
160,image-000160.png,raysie,30.3206,0.8261,117.0896,SersicSphere,25.7050,288.6905,4.3186,16.6350,92.3149,3.5488,11.6005,8.2373,-24.3494
161,image-000161.png,raysie,73.3192,0.1710,76.4094,SersicSphere,62.2454,110.3821,1.3469,25.4784,104.1719,3.1441,16.0883,-21.6787,58.3482
162,image-000162.png,raysie,5.0279,0.5240,26.1608,SersicSphere,5.1130,302.4679,4.7248,6.0305,138.8289,1.3817,17.5941,2.7448,-4.3138
163,image-000163.png,raysie,13.8003,0.1014,32.8260,SersicSphere,5.9831,39.8880,3.9088,7.7826,45.3646,3.9107,10.0714,4.5908,3.8369
164,image-000164.png,raysie,68.4624,0.5936,112.0172,SersicSphere,2.7391,317.5750,4.4648,30.0563,61.9276,2.4823,11.5917,2.0219,-1.8479
165,image-000165.png,raysie,74.3487,0.7214,178.2872,SersicSphere,56.5724,55.2797,2.4854,29.4844,167.9323,4.2224,11.1492,32.2220,46.4992
166,image-000166.png,raysie,37.7016,0.2955,89.1045,SersicSphere,13.3075,29.3092,1.2822,34.5633,0.2255,2.9351,15.9981,11.6040,6.5143
167,image-000167.png,raysie,21.7932,0.4675,77.7931,SersicSphere,25.7694,283.3533,2.2498,21.0984,58.1012,3.3320,18.5460,5.9516,-25.0727
168,image-000168.png,raysie,26.8817,0.8406,122.1538,SersicSphere,16.4311,92.1814,3.6320,12.7765,11.1591,1.9488,19.3615,-0.6254,16.4192
169,image-000169.png,raysie,14.5168,0.1300,104.1119,SersicSphere,9.9087,268.6187,4.5275,8.8801,34.0285,3.5058,12.1294,-0.2389,-9.9058
170,image-000170.png,raysie,73.0742,0.3813,53.2370,SersicSphere,20.1311,171.1988,4.2636,17.4230,62.6616,1.9323,10.3917,-19.8940,3.0802
171,image-000171.png,raysie,61.6328,0.1844,167.3297,SersicSphere,24.1993,354.1529,1.2287,29.5053,5.6817,1.4027,13.3880,24.0734,-2.4653
