index,filename,config,einsteinR,ellipseratio,orientation,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
87,image-000087.png,raysie,16.0578,0.3619,15.3352,SersicSphere,9.8618,247.3241,3.0399,22.6582,99.3995,3.4067,15.4090,-3.8019,-9.0995
88,image-000088.png,raysie,6.2921,0.7437,150.7564,SersicSphere,6.0466,109.2019,4.9266,23.2781,95.4065,1.6084,19.6463,-1.9887,5.7102
89,image-000089.png,raysie,10.4415,0.3861,121.9414,SersicSphere,7.3644,289.5133,3.0223,8.5283,121.7513,2.3986,16.4586,2.4599,-6.9414
90,image-000090.png,raysie,29.7067,0.3018,62.2538,SersicSphere,30.9289,141.7079,3.8182,28.6729,88.7571,4.7738,17.7833,-24.2749,19.1657
91,image-000091.png,raysie,30.4570,0.8108,149.7870,SersicSphere,2.7545,16.3892,2.7344,9.6345,56.2532,2.5724,14.4357,2.6426,0.7772
92,image-000092.png,raysie,40.9349,0.3586,109.9839,SersicSphere,35.3504,16.7790,1.2445,19.8227,64.3599,1.6558,10.4473,33.8454,10.2050
93,image-000093.png,raysie,72.9720,0.8431,58.1700,SersicSphere,81.1993,349.2487,4.5587,23.4325,34.3472,3.7561,13.6853,79.7740,-15.1474
94,image-000094.png,raysie,6.7584,0.8463,124.7587,SersicSphere,7.8889,103.5724,2.5603,20.2354,60.3951,1.9724,17.3811,-1.8513,7.6686
95,image-000095.png,raysie,33.0185,0.8617,144.8608,SersicSphere,1.0433,176.2440,1.9238,12.6716,1.9542,3.6763,17.3421,-1.0410,0.0683
96,image-000096.png,raysie,71.6943,0.4353,157.4818,SersicSphere,75.3568,38.8502,1.9508,16.4776,31.5821,4.4140,11.8202,58.6870,47.2702
97,image-000097.png,raysie,62.2785,0.8471,100.0880,SersicSphere,63.0695,259.4288,3.9339,4.5561,7.1640,4.9999,13.4646,-11.5705,-61.9991
98,image-000098.png,raysie,71.6708,0.3388,140.5701,SersicSphere,32.4154,241.3547,1.8011,25.5779,16.7259,1.7153,18.4873,-15.5395,-28.4478
99,image-000099.png,raysie,27.2419,0.2140,117.2551,SersicSphere,10.8571,55.7620,3.7347,10.8032,3.4353,1.8020,18.9656,6.1085,8.9756
100,image-000100.png,raysie,13.3572,0.5714,73.5551,SersicSphere,14.5861,337.0237,4.1526,22.3134,88.5625,4.3700,14.6156,13.4289,-5.6937
101,image-000101.png,raysie,56.4316,0.8549,85.5221,SersicSphere,57.1802,78.9000,4.0051,9.2411,26.1884,3.2501,11.6255,11.0085,56.1105
102,image-000102.png,raysie,50.9048,0.5842,105.3867,SersicSphere,55.5652,104.4299,1.4391,30.9586,150.9379,1.0606,17.1907,-13.8466,53.8123
103,image-000103.png,raysie,71.6520,0.8864,7.9544,SersicSphere,36.9951,78.8107,3.5817,15.3553,58.0435,1.8089,10.0282,7.1789,36.2919
104,image-000104.png,raysie,68.8619,0.1400,56.1592,SersicSphere,58.6312,134.1383,3.5707,16.2393,28.3708,4.5274,17.3521,-40.8303,42.0773
105,image-000105.png,raysie,3.4517,0.1381,42.5943,SersicSphere,3.1697,302.0648,1.1309,38.2197,85.7903,4.6204,17.9343,1.6827,-2.6862
106,image-000106.png,raysie,15.2562,0.4733,123.9896,SersicSphere,5.4453,178.5460,4.7934,3.6867,71.7243,3.8808,14.0067,-5.4435,0.1382
107,image-000107.png,raysie,46.6803,0.6617,22.1289,SersicSphere,19.8641,228.5822,3.2616,16.7378,172.8117,3.3954,18.5614,-13.1410,-14.8962
108,image-000108.png,raysie,54.4845,0.5460,169.3897,SersicSphere,23.9324,332.6118,1.6927,15.1425,111.2974,1.3179,13.3516,21.2498,-11.0093
109,image-000109.png,raysie,37.3062,0.2602,71.2732,SersicSphere,19.7503,342.5162,1.4181,2.2157,32.0209,1.3949,14.5505,18.8378,-5.9337
110,image-000110.png,raysie,71.4607,0.1016,27.6265,SersicSphere,66.8595,302.3185,3.5698,14.6937,55.6960,4.2792,13.4184,35.7448,-56.5023
111,image-000111.png,raysie,32.2383,0.6905,22.8270,SersicSphere,36.6241,193.4973,3.4511,26.5551,4.9015,2.2282,10.4774,-35.6126,-8.5481
112,image-000112.png,raysie,58.4692,0.6661,48.5663,SersicSphere,35.4085,280.0241,4.6132,13.5640,128.3301,3.6927,14.1294,6.1633,-34.8680
113,image-000113.png,raysie,51.7767,0.8893,85.4150,SersicSphere,50.5906,111.1381,4.2954,7.2367,90.9203,4.0318,14.1310,-18.2439,47.1866
114,image-000114.png,raysie,62.8517,0.3699,9.9949,SersicSphere,21.5782,225.5815,2.9084,25.1466,86.2287,4.8051,14.7968,-15.1025,-15.4122
115,image-000115.png,raysie,21.7912,0.1873,156.8635,SersicSphere,6.8038,156.5486,4.6935,20.9344,163.2372,2.9021,16.1749,-6.2418,2.7077
116,image-000116.png,raysie,28.7152,0.7271,37.9151,SersicSphere,8.7492,128.8521,1.9801,13.0460,12.3959,4.4667,11.3839,-5.4885,6.8136
117,image-000117.png,raysie,45.6834,0.8906,115.3350,SersicSphere,29.0399,58.0736,1.0802,1.4961,136.2543,3.0319,14.9168,15.3572,24.6470
118,image-000118.png,raysie,29.2935,0.3342,30.5351,SersicSphere,29.5747,31.5163,1.3895,39.7700,162.4601,3.5043,15.3161,25.2122,15.4599
119,image-000119.png,raysie,8.4773,0.6215,150.9273,SersicSphere,2.7672,316.8393,2.2055,11.2663,74.8675,4.5913,19.7641,2.0185,-1.8929
120,image-000120.png,raysie,38.1385,0.4367,75.7112,SersicSphere,28.3651,187.9253,3.9836,2.6457,29.5805,4.5434,18.4674,-28.0941,-3.9110
121,image-000121.png,raysie,47.8392,0.6607,32.4618,SersicSphere,56.9482,141.3754,3.2605,1.3602,177.3377,2.2067,16.2953,-44.4909,35.5479
122,image-000122.png,raysie,49.0058,0.2009,111.5665,SersicSphere,30.0943,130.9372,1.4976,25.4388,159.3026,4.1166,14.4945,-19.7187,22.7341
123,image-000123.png,raysie,35.2300,0.7307,103.0921,SersicSphere,24.3333,298.2999,4.5566,2.5694,162.9772,3.2806,17.1850,11.5361,-21.4249
124,image-000124.png,raysie,56.1323,0.6336,157.6002,SersicSphere,47.1050,103.4645,4.3715,13.0826,162.2527,1.5418,16.9422,-10.9681,45.8103
125,image-000125.png,raysie,11.2185,0.3654,150.3592,SersicSphere,13.0037,155.5886,2.4698,30.8275,114.9172,2.7573,14.9040,-11.8412,5.3743
126,image-000126.png,raysie,19.3173,0.4383,4.9508,SersicSphere,7.5856,201.9523,3.1431,9.4511,169.0375,2.9066,19.8715,-7.0356,-2.8357
127,image-000127.png,raysie,5.4058,0.1494,71.8123,SersicSphere,2.5530,281.1572,2.3000,9.2562,119.5356,4.9998,10.3083,0.4940,-2.5047
128,image-000128.png,raysie,31.4523,0.4813,161.9565,SersicSphere,33.6029,242.0868,1.1817,20.8262,61.9113,3.8961,19.0434,-15.7306,-29.6934
129,image-000129.png,raysie,25.5822,0.2593,173.0852,SersicSphere,13.6076,283.0474,2.9484,17.1783,155.1572,3.1717,12.9490,3.0720,-13.2563
130,image-000130.png,raysie,44.6034,0.5230,40.2587,SersicSphere,42.3088,116.6341,2.3280,12.4116,71.4059,3.1233,13.9762,-18.9667,37.8193
131,image-000131.png,raysie,5.7604,0.2827,104.3521,SersicSphere,5.9037,127.8103,3.1391,5.3510,54.4880,3.3976,16.7366,-3.6193,4.6642
132,image-000132.png,raysie,4.3544,0.2260,64.9290,SersicSphere,4.7887,357.1081,4.6257,13.8164,76.1724,4.1722,17.8071,4.7826,-0.2416
133,image-000133.png,raysie,35.7942,0.4053,75.8439,SersicSphere,2.9300,6.2087,2.8603,8.8191,3.9091,3.1668,15.4157,2.9128,0.3169
134,image-000134.png,raysie,41.7314,0.5360,63.5440,SersicSphere,27.0206,26.7057,2.7704,30.6878,19.6867,3.0147,17.2060,24.1383,12.1433
135,image-000135.png,raysie,56.1447,0.1452,36.0639,SersicSphere,40.2232,153.4447,3.0472,3.3091,68.3230,1.9219,16.9023,-35.9798,17.9822
136,image-000136.png,raysie,26.1717,0.8000,92.1830,SersicSphere,30.4485,45.2292,1.0080,8.1539,57.5525,2.8027,15.9731,21.4440,21.6163
137,image-000137.png,raysie,30.9502,0.8147,1.8141,SersicSphere,8.8413,77.4706,3.7217,38.1159,176.5550,2.1263,11.7097,1.9180,8.6307
138,image-000138.png,raysie,35.9223,0.8831,81.9638,SersicSphere,11.4321,258.4669,3.0760,15.4641,108.0800,2.7380,11.0359,-2.2857,-11.2013
139,image-000139.png,raysie,64.8818,0.7689,58.4178,SersicSphere,73.7194,309.2364,1.0283,28.4255,57.3332,3.5098,19.0892,46.6291,-57.0988
140,image-000140.png,raysie,32.8583,0.3344,90.6410,SersicSphere,31.5610,231.5850,3.6867,24.7091,122.4591,1.0091,13.2933,-19.6105,-24.7290
141,image-000141.png,raysie,26.0673,0.2908,73.3347,SersicSphere,24.8826,259.5871,2.9765,25.5149,117.2891,2.9233,15.3296,-4.4973,-24.4728
142,image-000142.png,raysie,22.1141,0.2892,170.7725,SersicSphere,11.0137,129.5788,3.0545,6.0010,10.6149,2.8796,15.9680,-7.0172,8.4888
143,image-000143.png,raysie,73.8974,0.8159,94.5504,SersicSphere,15.5842,259.2117,4.8056,25.7912,84.8371,3.5482,11.4489,-2.9171,-15.3087
144,image-000144.png,raysie,16.5694,0.1414,88.7528,SersicSphere,13.8354,202.0327,1.3495,1.1835,9.5082,4.7937,10.4444,-12.8250,-5.1901
145,image-000145.png,raysie,39.9434,0.4869,50.4934,SersicSphere,46.5466,274.1544,2.8499,6.6543,41.9313,1.2816,13.5118,3.3720,-46.4243
146,image-000146.png,raysie,6.1607,0.5300,38.7936,SersicSphere,4.2269,160.3787,4.7882,9.1474,62.0460,4.4901,14.9905,-3.9814,1.4194
147,image-000147.png,raysie,2.9602,0.5445,151.0573,SersicSphere,3.1254,342.6888,4.4020,27.2838,141.1977,2.7446,12.8450,2.9838,-0.9300
148,image-000148.png,raysie,13.9118,0.5074,158.2437,SersicSphere,14.5377,11.5669,4.9496,21.1757,146.7153,4.0262,12.1214,14.2424,2.9150
149,image-000149.png,raysie,50.6686,0.4360,135.3012,SersicSphere,51.1306,301.5158,1.5455,18.7670,64.7798,4.1699,13.0574,26.7277,-43.5887
150,image-000150.png,raysie,25.5829,0.2556,147.8047,SersicSphere,19.4726,154.9540,3.3743,26.5638,131.9485,1.4023,17.3633,-17.6415,8.2436
151,image-000151.png,raysie,7.7810,0.1517,131.5461,SersicSphere,3.2347,205.4706,1.7928,36.2991,103.0625,2.9444,18.7275,-2.9203,-1.3911
152,image-000152.png,raysie,43.3303,0.6895,24.8990,SersicSphere,31.6060,44.7999,1.4456,35.7404,144.9541,1.9254,10.3897,22.4268,22.2707
153,image-000153.png,raysie,57.5425,0.4616,38.9803,SersicSphere,47.8303,243.1591,3.5808,16.9743,86.9054,2.7467,10.2163,-21.5961,-42.6772
154,image-000154.png,raysie,26.6171,0.7785,74.9315,SersicSphere,21.3938,58.0570,1.4896,10.3340,26.0380,2.4694,18.1120,11.3189,18.1542
155,image-000155.png,raysie,38.8954,0.1715,32.5479,SersicSphere,25.0020,167.7303,2.4130,8.9760,96.8808,3.8690,19.8768,-24.4309,5.3133
156,image-000156.png,raysie,23.3844,0.2135,46.1325,SersicSphere,15.4736,318.4480,1.2552,39.7332,171.7655,1.3593,17.3568,11.5797,-10.2636
157,image-000157.png,raysie,55.8459,0.2913,15.5422,SersicSphere,33.1309,226.1317,3.9606,15.1154,132.5566,2.9410,15.3706,-22.9598,-23.8852
158,image-000158.png,raysie,54.8777,0.1779,48.9785,SersicSphere,29.4257,88.5773,4.6106,15.1154,50.6049,3.1095,14.7827,0.7306,29.4167
159,image-000159.png,raysie,66.7050,0.8285,108.1936,SersicSphere,56.1879,78.8269,4.1633,2.1203,20.8962,4.7215,10.4990,10.8878,55.1229
160,image-000160.png,raysie,64.6218,0.4723,161.9048,SersicSphere,12.0468,306.1755,3.5785,13.6056,113.5977,1.3581,13.8544,7.1107,-9.7243
161,image-000161.png,raysie,47.6068,0.8212,32.7995,SersicSphere,14.0540,141.4288,1.4942,35.9803,152.3556,2.0829,13.4309,-10.9879,8.7625
162,image-000162.png,raysie,17.0897,0.7340,27.3006,SersicSphere,14.9466,194.1782,2.6223,20.9834,95.8322,4.0063,12.7804,-14.4914,-3.6610
163,image-000163.png,raysie,32.7706,0.6191,19.1078,SersicSphere,31.2606,343.8145,2.5074,34.7926,161.1175,3.1343,19.0745,30.0216,-8.7138
164,image-000164.png,raysie,34.4014,0.7464,53.0426,SersicSphere,21.6826,270.9665,4.3200,19.6603,33.4123,4.4069,19.5729,0.3657,-21.6795
165,image-000165.png,raysie,10.3040,0.5578,91.1205,SersicSphere,2.0688,154.0440,1.0562,5.8639,20.0625,2.6448,15.5233,-1.8601,0.9055
166,image-000166.png,raysie,52.9271,0.3368,91.9303,SersicSphere,49.6047,284.8489,1.9207,30.2583,117.6678,4.9774,10.8121,12.7123,-47.9482
167,image-000167.png,raysie,14.2511,0.1930,120.1390,SersicSphere,11.6525,214.4470,2.7840,17.0160,122.9753,2.7997,13.0543,-9.6093,-6.5912
168,image-000168.png,raysie,42.7521,0.7943,4.3373,SersicSphere,23.2017,263.1663,1.4892,25.0797,55.3446,1.3578,12.1529,-2.7607,-23.0368
169,image-000169.png,raysie,17.8565,0.5314,76.9651,SersicSphere,9.7817,339.2640,1.9244,38.9635,168.3708,4.1455,19.1378,9.1480,-3.4633
170,image-000170.png,raysie,35.1583,0.5206,120.4112,SersicSphere,26.7216,178.4379,4.0622,9.3333,77.8984,1.8419,12.1347,-26.7117,0.7284
171,image-000171.png,raysie,33.8598,0.1790,100.0467,SersicSphere,21.5693,346.8015,1.5687,1.3694,128.2706,2.5367,10.4357,20.9996,-4.9248
